system,N,run,num_solutions,rewrite_time_ms,solver_time_ms,solution_translation_time_ms,conjure_solve_e2e_ms
conjure,15,8,0,2176.3351,0.0,0.0,0.0
conjure,15,9,0,1438.762,0.0,0.0,0.0
conjure,15,10,0,1577.3695,0.0,0.0,0.0
conjure,16,1,0,2109.757,0.0,0.0,0.0
conjure,16,2,0,2240.2257,0.0,0.0,0.0
conjure,16,3,0,2096.6798,0.0,0.0,0.0
conjure,16,4,0,2179.1665,0.0,0.0,0.0
conjure,16,5,0,2057.943,0.0,0.0,0.0
conjure,16,6,0,2175.6198,0.0,0.0,0.0
conjure,16,7,0,2243.4067,0.0,0.0,0.0
conjure,16,8,0,2194.7622,0.0,0.0,0.0
conjure,16,9,0,2249.232,0.0,0.0,0.0
conjure,16,10,0,1626.5189,0.0,0.0,0.0
conjure,17,1,0,1999.7294,0.0,0.0,0.0
conjure,17,2,0,2004.4412,0.0,0.0,0.0
conjure,17,3,0,1887.4449,0.0,0.0,0.0
conjure,17,4,0,1869.6891,0.0,0.0,0.0
conjure,17,5,0,1879.2712,0.0,0.0,0.0
conjure,17,6,0,1946.3446,0.0,0.0,0.0
conjure,17,7,0,2166.9898,0.0,0.0,0.0
conjure,17,8,0,2031.6732,0.0,0.0,0.0
conjure,17,9,0,2254.6023,0.0,0.0,0.0
conjure,17,10,0,2069.2924,0.0,0.0,0.0
conjure,18,1,0,2300.1719,0.0,0.0,0.0
conjure,18,2,0,2201.6181,0.0,0.0,0.0
conjure,18,3,0,2152.1351,0.0,0.0,0.0
conjure,18,4,0,2111.0937,0.0,0.0,0.0
conjure,18,5,0,2291.6036,0.0,0.0,0.0
conjure,18,6,0,2299.0975,0.0,0.0,0.0
conjure,18,7,0,2330.7992,0.0,0.0,0.0
conjure,18,8,0,2294.3131,0.0,0.0,0.0
conjure,18,9,0,2203.9629,0.0,0.0,0.0
conjure,18,10,0,2324.1477,0.0,0.0,0.0
conjure,19,1,0,2485.6787,0.0,0.0,0.0
conjure,19,2,0,2592.0829,0.0,0.0,0.0
conjure,19,3,0,2468.7302,0.0,0.0,0.0
conjure,19,4,0,2459.0363,0.0,0.0,0.0
conjure,19,5,0,2320.285,0.0,0.0,0.0
conjure,19,6,0,2399.7565,0.0,0.0,0.0
conjure,19,7,0,2560.4155,0.0,0.0,0.0
conjure,19,8,0,2253.9297,0.0,0.0,0.0
conjure,19,9,0,2353.881,0.0,0.0,0.0
conjure,19,10,0,2593.194,0.0,0.0,0.0
conjure,20,1,0,2334.7271,0.0,0.0,0.0
conjure,20,2,0,2768.5963,0.0,0.0,0.0
conjure,20,3,0,2450.6834,0.0,0.0,0.0
conjure,20,4,0,2382.961,0.0,0.0,0.0
conjure,20,5,0,2327.9881,0.0,0.0,0.0
conjure,20,6,0,2809.0097,0.0,0.0,0.0
conjure,20,7,0,2560.1113,0.0,0.0,0.0
conjure,20,8,0,2585.486,0.0,0.0,0.0
conjure,20,9,0,2464.0678,0.0,0.0,0.0
conjure,20,10,0,2640.6613,0.0,0.0,0.0
conjure,21,1,0,2642.3099,0.0,0.0,0.0
conjure,21,2,0,2698.5926,0.0,0.0,0.0
conjure,21,3,0,2494.4969,0.0,0.0,0.0
conjure,21,4,0,2412.5978,0.0,0.0,0.0
conjure,21,5,0,2394.9438,0.0,0.0,0.0
conjure,21,6,0,2463.8872,0.0,0.0,0.0
conjure,21,7,0,2675.9642,0.0,0.0,0.0
conjure,21,8,0,2432.7682,0.0,0.0,0.0
conjure,21,9,0,2435.6405,0.0,0.0,0.0
conjure,21,10,0,2608.4522,0.0,0.0,0.0
conjure,22,1,0,2560.0402,0.0,0.0,0.0
conjure,22,2,0,2576.2069,0.0,0.0,0.0
conjure,22,3,0,2363.1938,0.0,0.0,0.0
conjure,22,4,0,2646.1695,0.0,0.0,0.0
conjure,22,5,0,2649.6879,0.0,0.0,0.0
conjure,22,6,0,2641.2143,0.0,0.0,0.0
conjure,22,7,0,2419.9664,0.0,0.0,0.0
conjure,22,8,0,2634.614,0.0,0.0,0.0
conjure,22,9,0,3102.1191,0.0,0.0,0.0
conjure,22,10,0,2851.4872,0.0,0.0,0.0
conjure,23,1,0,2637.5867,0.0,0.0,0.0
conjure,23,2,0,2617.9587,0.0,0.0,0.0
conjure,23,3,0,2652.8155,0.0,0.0,0.0
