system,N,run,num_solutions,rewrite_time_ms,solver_time_ms,solution_translation_time_ms,conjure_solve_e2e_ms
conjure,5,1,0,683.3047,0.0,0.0,0.0
conjure,5,2,0,709.3609,0.0,0.0,0.0
conjure,5,3,0,683.091,0.0,0.0,0.0
conjure,5,4,0,699.2552,0.0,0.0,0.0
conjure,5,5,0,679.7987,0.0,0.0,0.0
conjure,5,6,0,677.2575,0.0,0.0,0.0
conjure,5,7,0,673.8752,0.0,0.0,0.0
conjure,5,8,0,678.7218,0.0,0.0,0.0
conjure,5,9,0,704.1603,0.0,0.0,0.0
conjure,5,10,0,697.1616,0.0,0.0,0.0
conjure,6,1,0,729.3038,0.0,0.0,0.0
conjure,6,2,0,734.993,0.0,0.0,0.0
conjure,6,3,0,708.7985,0.0,0.0,0.0
conjure,6,4,0,726.763,0.0,0.0,0.0
conjure,6,5,0,713.0462,0.0,0.0,0.0
conjure,6,6,0,748.7426,0.0,0.0,0.0
conjure,6,7,0,802.6582,0.0,0.0,0.0
conjure,6,8,0,737.5588,0.0,0.0,0.0
conjure,6,9,0,793.7819,0.0,0.0,0.0
conjure,6,10,0,755.2234,0.0,0.0,0.0
conjure,7,1,0,791.3742,0.0,0.0,0.0
conjure,7,2,0,765.5042,0.0,0.0,0.0
conjure,7,3,0,741.8713,0.0,0.0,0.0
conjure,7,4,0,734.0558,0.0,0.0,0.0
conjure,7,5,0,747.6996,0.0,0.0,0.0
conjure,7,6,0,773.4829,0.0,0.0,0.0
conjure,7,7,0,737.2402,0.0,0.0,0.0
conjure,7,8,0,762.2097,0.0,0.0,0.0
conjure,7,9,0,760.9432,0.0,0.0,0.0
conjure,7,10,0,754.3015,0.0,0.0,0.0
conjure,8,1,0,714.3672,0.0,0.0,0.0
conjure,8,2,0,731.933,0.0,0.0,0.0
conjure,8,3,0,704.3784,0.0,0.0,0.0
conjure,8,4,0,703.2061,0.0,0.0,0.0
conjure,8,5,0,713.5403,0.0,0.0,0.0
conjure,8,6,0,764.9263,0.0,0.0,0.0
conjure,8,7,0,734.8912,0.0,0.0,0.0
conjure,8,8,0,710.805,0.0,0.0,0.0
conjure,8,9,0,722.249,0.0,0.0,0.0
